Document Number,Invoice Value,Department,Authorization,Conflicting Rules
1927000255,28728,Warehouse,No,CRID003
1927000275,0,Warehouse,No,CRID003
1927000300,175896,Warehouse,No,CRID003
1819100599,15611,Manufacturing,Yes,No Conflicting Rules
1819100677,460596,Manufacturing,Yes,No Conflicting Rules
1819100809,114818,Manufacturing,Yes,No Conflicting Rules
1819100856,7288,Manufacturing,Yes,No Conflicting Rules
1819200055,16670,Manufacturing,Yes,No Conflicting Rules
1819200063,24660,Manufacturing,Yes,No Conflicting Rules
1819200086,194937,Manufacturing,Yes,No Conflicting Rules
1819200122,54124,Manufacturing,Yes,No Conflicting Rules
1904000798,1925247,Manufacturing,Yes,No Conflicting Rules
1905000299,213108,Manufacturing,Yes,No Conflicting Rules
1907000583,93713,Manufacturing,Yes,No Conflicting Rules
1907000584,107982,Manufacturing,Yes,No Conflicting Rules
1919000538,31860,Manufacturing,Yes,No Conflicting Rules
1927000322,599,Manufacturing,Yes,No Conflicting Rules
1819100602,68040,Support,Yes,No Conflicting Rules
1819100609,331192,Support,Yes,No Conflicting Rules
1819100620,32214,Support,Yes,No Conflicting Rules
1819100776,127575,Support,Yes,No Conflicting Rules
1819100867,926878,Support,Yes,No Conflicting Rules
1819100934,0,Support,Yes,No Conflicting Rules
1819200066,16461,Support,Yes,No Conflicting Rules
1819200101,1082259,Support,Yes,No Conflicting Rules
1819200104,1534458,Support,Yes,No Conflicting Rules
1904000774,20066504,Support,Yes,No Conflicting Rules
1905000319,223030,Support,Yes,No Conflicting Rules
1907000475,14239,Support,Yes,No Conflicting Rules
1907000487,14040,Support,Yes,No Conflicting Rules
1907000496,820,Support,Yes,No Conflicting Rules
1907000568,145100,Support,Yes,No Conflicting Rules
1907000606,22318,Support,Yes,No Conflicting Rules
1919000453,451704,Support,Yes,No Conflicting Rules
1919000457,84960,Support,Yes,No Conflicting Rules
1919000529,100,Support,Yes,No Conflicting Rules
1919000543,461616,Support,Yes,No Conflicting Rules
1924000085,1017,Support,Yes,No Conflicting Rules
1927000296,1325,Support,Yes,No Conflicting Rules
1819100612,6195,Support,Yes,No Conflicting Rules
1819100617,183750,Support,Yes,No Conflicting Rules
1819100678,13629,Support,Yes,No Conflicting Rules
1819100732,19785,Support,Yes,No Conflicting Rules
1819100756,250800,Support,Yes,No Conflicting Rules
1819100787,169906,Support,Yes,No Conflicting Rules
1819200043,340575,Support,Yes,No Conflicting Rules
1819200061,28350,Support,Yes,No Conflicting Rules
1819200067,3579,Support,Yes,No Conflicting Rules
1819200075,119664,Support,Yes,No Conflicting Rules
1819200107,354639,Support,Yes,No Conflicting Rules
1905000278,35840,Support,Yes,No Conflicting Rules
1905000281,11972,Support,Yes,No Conflicting Rules
1905000327,2475,Support,Yes,No Conflicting Rules
1907000516,301350,Support,Yes,No Conflicting Rules
1907000519,26195,Support,Yes,No Conflicting Rules
1907000530,30240,Support,Yes,No Conflicting Rules
1907000556,5976,Support,Yes,No Conflicting Rules
1919000467,26550,Support,Yes,No Conflicting Rules
1919000504,39176,Support,Yes,No Conflicting Rules
1927000271,25200,Support,Yes,No Conflicting Rules
1927000312,3060,Support,Yes,No Conflicting Rules
1819100614,9984,HR,Yes,No Conflicting Rules
1819100636,117976,HR,Yes,No Conflicting Rules
1819100686,697,HR,Yes,No Conflicting Rules
1819100724,2747,HR,Yes,No Conflicting Rules
1819100742,2362,HR,Yes,No Conflicting Rules
1819100822,37078,HR,Yes,No Conflicting Rules
1819100832,110565,HR,Yes,No Conflicting Rules
1819100849,2772,HR,Yes,No Conflicting Rules
1819100915,25606,HR,Yes,No Conflicting Rules
1904000776,0,HR,Yes,No Conflicting Rules
1904000796,29921619,HR,Yes,No Conflicting Rules
1905000288,112224,HR,Yes,No Conflicting Rules
1907000586,547563,HR,Yes,No Conflicting Rules
1919000498,622390,HR,Yes,No Conflicting Rules
1919000534,6750,HR,Yes,No Conflicting Rules
1919000545,366390,HR,Yes,No Conflicting Rules
1924000101,49796,HR,Yes,No Conflicting Rules
1927000264,13119,HR,Yes,No Conflicting Rules
1819100619,54280,Support,Yes,No Conflicting Rules
1819100633,10500,Support,Yes,No Conflicting Rules
1819100658,7455,Support,Yes,No Conflicting Rules
1819100671,6010,Support,Yes,No Conflicting Rules
1819100735,2610,Support,Yes,No Conflicting Rules
1819200053,20000,Support,Yes,No Conflicting Rules
1819200056,10500,Support,Yes,No Conflicting Rules
1819200108,1082259,Support,Yes,No Conflicting Rules
1905000295,6787,Support,Yes,No Conflicting Rules
1905000328,52362,Support,Yes,No Conflicting Rules
1907000508,25710,Support,Yes,No Conflicting Rules
1907000574,605,Support,Yes,No Conflicting Rules
1907000576,471,Support,Yes,No Conflicting Rules
1927000258,7381,Support,Yes,No Conflicting Rules
1819100622,3250,Support,Yes,No Conflicting Rules
1819100632,8210,Support,Yes,No Conflicting Rules
1819100634,36202,Support,Yes,No Conflicting Rules
1819100722,112072,Support,Yes,No Conflicting Rules
1819100869,54586,Support,Yes,No Conflicting Rules
1819100904,22588,Support,Yes,No Conflicting Rules
1819100910,7729,Support,Yes,No Conflicting Rules
1819100931,8299,Support,Yes,No Conflicting Rules
1904000778,0,Support,Yes,No Conflicting Rules
1904000813,23539926,Support,Yes,No Conflicting Rules
1905000333,176,Support,Yes,No Conflicting Rules
1907000531,114742,Support,Yes,No Conflicting Rules
1907000589,237346,Support,Yes,No Conflicting Rules
1907000595,559650,Support,Yes,No Conflicting Rules
1919000451,2528064,Support,Yes,No Conflicting Rules
1919000495,361080,Support,Yes,No Conflicting Rules
1924000111,2604,Support,Yes,No Conflicting Rules
1819100635,47378,Finance,Yes,No Conflicting Rules
1819100813,202311,Finance,Yes,No Conflicting Rules
1819100887,11245,Finance,Yes,No Conflicting Rules
1819100911,263376,Finance,Yes,No Conflicting Rules
1819100914,250330,Finance,Yes,No Conflicting Rules
1819200046,10856,Finance,Yes,No Conflicting Rules
1819200078,1400,Finance,Yes,No Conflicting Rules
1819200098,30711,Finance,Yes,No Conflicting Rules
1905000322,3060,Finance,Yes,No Conflicting Rules
1907000486,10080,Finance,Yes,No Conflicting Rules
1907000506,148708,Finance,Yes,No Conflicting Rules
1907000550,9700,Finance,Yes,No Conflicting Rules
1907000567,3693,Finance,Yes,No Conflicting Rules
1907000572,1798,Finance,Yes,No Conflicting Rules
1919000560,815380,Finance,Yes,No Conflicting Rules
1919000561,63720,Finance,Yes,No Conflicting Rules
1924000086,2262,Finance,Yes,No Conflicting Rules
1924000100,348600,Finance,Yes,No Conflicting Rules
1819100643,307146,Finance,No,"CRID002,CRID003"
1819100654,148838,Finance,No,"CRID002,CRID003"
1819100683,85788,Finance,No,"CRID002,CRID003"
1819100806,148838,Finance,No,"CRID002,CRID003"
1819100840,26104,Finance,No,"CRID002,CRID003"
1819100918,127575,Finance,No,"CRID002,CRID003"
1819200050,194937,Finance,No,"CRID002,CRID003"
1819200094,10000,Finance,No,"CRID002,CRID003"
1905000321,35604,Finance,No,"CRID002,CRID003"
1919000496,4720,Finance,No,"CRID002,CRID003"
1927000301,359,Finance,No,"CRID002,CRID003"
1927000302,0,Finance,No,"CRID002,CRID003"
1819100645,18404,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100706,133974,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100747,24897,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100755,291376,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100785,252630,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100872,28320,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000512,20329,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000537,32363,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000585,1043808,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000603,808276,Manufacturing,No,"CRID001,CRID002,CRID003"
1919000514,0,Manufacturing,No,"CRID001,CRID002,CRID003"
1927000282,1533,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100648,2340,HR,Yes,No Conflicting Rules
1819100660,4928,HR,Yes,No Conflicting Rules
1819100823,15458,HR,Yes,No Conflicting Rules
1819100909,95580,HR,Yes,No Conflicting Rules
1819100912,114561,HR,Yes,No Conflicting Rules
1819200072,7500,HR,Yes,No Conflicting Rules
1819200127,10902,HR,Yes,No Conflicting Rules
1905000343,3676,HR,Yes,No Conflicting Rules
1907000480,111826,HR,Yes,No Conflicting Rules
1907000561,124,HR,Yes,No Conflicting Rules
1907000573,2559,HR,Yes,No Conflicting Rules
1907000587,134286,HR,Yes,No Conflicting Rules
1907000596,967050,HR,Yes,No Conflicting Rules
1927000324,778,HR,Yes,No Conflicting Rules
1819100653,42525,Finance,Yes,No Conflicting Rules
1819100692,167307,Finance,Yes,No Conflicting Rules
1819100721,1652,Finance,Yes,No Conflicting Rules
1819100745,208954,Finance,Yes,No Conflicting Rules
1819100769,327450,Finance,Yes,No Conflicting Rules
1819100791,31064,Finance,Yes,No Conflicting Rules
1819100804,35973,Finance,Yes,No Conflicting Rules
1819100828,2772,Finance,Yes,No Conflicting Rules
1819100868,19232,Finance,Yes,No Conflicting Rules
1819100932,74418,Finance,Yes,No Conflicting Rules
1819100933,14396,Finance,Yes,No Conflicting Rules
1819200071,19500,Finance,Yes,No Conflicting Rules
1819200082,5220,Finance,Yes,No Conflicting Rules
1819200088,1500,Finance,Yes,No Conflicting Rules
1819200096,21063,Finance,Yes,No Conflicting Rules
1904000816,0,Finance,Yes,No Conflicting Rules
1905000337,120804,Finance,Yes,No Conflicting Rules
1907000483,48649,Finance,Yes,No Conflicting Rules
1907000511,20329,Finance,Yes,No Conflicting Rules
1907000544,29215,Finance,Yes,No Conflicting Rules
1907000579,43470,Finance,Yes,No Conflicting Rules
1919000527,1100,Finance,Yes,No Conflicting Rules
1927000278,579,Finance,Yes,No Conflicting Rules
1927000295,87138,Finance,Yes,No Conflicting Rules
1927000313,1423,Finance,Yes,No Conflicting Rules
1819100663,10523,Manufacturing,Yes,No Conflicting Rules
1819100730,19146,Manufacturing,Yes,No Conflicting Rules
1819100890,636704,Manufacturing,Yes,No Conflicting Rules
1819200065,4140,Manufacturing,Yes,No Conflicting Rules
1819200116,69864,Manufacturing,Yes,No Conflicting Rules
1905000286,43706,Manufacturing,Yes,No Conflicting Rules
1907000477,281562,Manufacturing,Yes,No Conflicting Rules
1907000489,41160,Manufacturing,Yes,No Conflicting Rules
1907000517,658350,Manufacturing,Yes,No Conflicting Rules
1919000501,348690,Manufacturing,Yes,No Conflicting Rules
1919000522,17007,Manufacturing,Yes,No Conflicting Rules
1919000535,23334,Manufacturing,Yes,No Conflicting Rules
1924000087,1040760,Manufacturing,Yes,No Conflicting Rules
1927000280,1620,Manufacturing,Yes,No Conflicting Rules
1927000293,137301,Manufacturing,Yes,No Conflicting Rules
1927000297,85932,Manufacturing,Yes,No Conflicting Rules
1927000317,23940,Manufacturing,Yes,No Conflicting Rules
1819100673,1239,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100715,32400,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100777,74277,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100833,128563,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100863,52239,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100880,54280,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100885,19175,Manufacturing,No,"CRID001,CRID002,CRID003"
1819200121,4140,Manufacturing,No,"CRID001,CRID002,CRID003"
1901000119,2250,Manufacturing,No,"CRID001,CRID002,CRID003"
1904000814,8788430,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000478,144860,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000551,110,Manufacturing,No,"CRID001,CRID002,CRID003"
1907000594,95289,Manufacturing,No,"CRID001,CRID002,CRID003"
1919000433,5936,Manufacturing,No,"CRID001,CRID002,CRID003"
1919000521,64,Manufacturing,No,"CRID001,CRID002,CRID003"
1919000547,251517,Manufacturing,No,"CRID001,CRID002,CRID003"
1927000285,4066,Manufacturing,No,"CRID001,CRID002,CRID003"
1927000306,87138,Manufacturing,No,"CRID001,CRID002,CRID003"
1927000333,114408,Manufacturing,No,"CRID001,CRID002,CRID003"
1819100705,61181,Finance,Yes,No Conflicting Rules
1819100771,1993488,Finance,Yes,No Conflicting Rules
1819100817,127575,Finance,Yes,No Conflicting Rules
1819100891,40697,Finance,Yes,No Conflicting Rules
1819100930,8299,Finance,Yes,No Conflicting Rules
1819100943,52239,Finance,Yes,No Conflicting Rules
1819200123,2300,Finance,Yes,No Conflicting Rules
1905000324,19560,Finance,Yes,No Conflicting Rules
1905000340,3404,Finance,Yes,No Conflicting Rules
1907000503,153,Finance,Yes,No Conflicting Rules
1907000580,14040,Finance,Yes,No Conflicting Rules
1919000432,6000,Finance,Yes,No Conflicting Rules
1919000434,10233,Finance,Yes,No Conflicting Rules
1919000524,154053,Finance,Yes,No Conflicting Rules
1919000552,1428,Finance,Yes,No Conflicting Rules
1924000103,138351,Finance,Yes,No Conflicting Rules
1927000298,1066530,Finance,Yes,No Conflicting Rules
1819100711,11800,Finance,No,CRID003
1819100750,6239,Finance,No,CRID003
1819100753,5862,Finance,No,CRID003
1819100810,87440,Finance,No,CRID003
1819100851,8745,Finance,No,CRID003
1819100883,79756,Finance,No,CRID003
1819100940,144954,Finance,No,CRID003
1819200133,705,Finance,No,CRID003
1904000780,3075132,Finance,No,CRID003
1905000335,14472,Finance,No,CRID003
1905000342,702490,Finance,No,CRID003
1907000566,3109163,Finance,No,CRID003
1919000435,6300,Finance,No,CRID003
1924000091,723,Finance,No,CRID003
1927000304,0,Finance,No,CRID003
1927000319,19641,Finance,No,CRID003
1819100738,9324,Manufacturing,No,Read-Only
1819100780,6402,Manufacturing,No,Read-Only
1819100821,229084,Manufacturing,No,Read-Only
1819100860,7965,Manufacturing,No,Read-Only
1819100878,248640,Manufacturing,No,Read-Only
1819200089,60900,Manufacturing,No,Read-Only
1819200109,68931,Manufacturing,No,Read-Only
1903000058,1269,Manufacturing,No,Read-Only
1905000303,14472,Manufacturing,No,Read-Only
1905000305,15210,Manufacturing,No,Read-Only
1905000326,2988,Manufacturing,No,Read-Only
1907000499,4896,Manufacturing,No,Read-Only
1907000523,464304,Manufacturing,No,Read-Only
1919000431,2320,Manufacturing,No,Read-Only
1919000445,86386,Manufacturing,No,Read-Only
1919000539,50400,Manufacturing,No,Read-Only
1927000339,59,Manufacturing,No,Read-Only
1819100761,2301,Warehouse,Yes,No Conflicting Rules
1819100790,95004,Warehouse,Yes,No Conflicting Rules
1819100919,248850,Warehouse,Yes,No Conflicting Rules
1819100922,148838,Warehouse,Yes,No Conflicting Rules
1819100925,106313,Warehouse,Yes,No Conflicting Rules
1819100938,127890,Warehouse,Yes,No Conflicting Rules
1819200077,8592,Warehouse,Yes,No Conflicting Rules
1904000772,4100,Warehouse,Yes,No Conflicting Rules
1905000293,4896,Warehouse,Yes,No Conflicting Rules
1907000569,115628,Warehouse,Yes,No Conflicting Rules
1919000444,257433,Warehouse,Yes,No Conflicting Rules
1919000542,139240,Warehouse,Yes,No Conflicting Rules
1927000262,1786,Warehouse,Yes,No Conflicting Rules
1927000272,90705,Warehouse,Yes,No Conflicting Rules
1927000274,86386,Warehouse,Yes,No Conflicting Rules
1927000281,3478,Warehouse,Yes,No Conflicting Rules
1927000326,5964,Warehouse,Yes,No Conflicting Rules
1927000331,21158,Warehouse,Yes,No Conflicting Rules
1819100857,834920,Warehouse,No,"CRID002,CRID003"
1819100879,148838,Warehouse,No,"CRID002,CRID003"
1819100942,111805,Warehouse,No,"CRID002,CRID003"
1819200059,3900,Warehouse,No,"CRID002,CRID003"
1905000283,12124,Warehouse,No,"CRID002,CRID003"
1907000559,729,Warehouse,No,"CRID002,CRID003"
1919000503,17850,Warehouse,No,"CRID002,CRID003"
1919000509,208152,Warehouse,No,"CRID002,CRID003"
1919000511,14288,Warehouse,No,"CRID002,CRID003"
1927000343,46104,Warehouse,No,"CRID002,CRID003"
1819200073,14160,Manufacturing,Yes,No Conflicting Rules
1819200112,16500,Manufacturing,Yes,No Conflicting Rules
1904000804,574950,Manufacturing,Yes,No Conflicting Rules
1905000277,4440,Manufacturing,Yes,No Conflicting Rules
1905000292,1224,Manufacturing,Yes,No Conflicting Rules
1907000507,3113262,Manufacturing,Yes,No Conflicting Rules
1919000513,1740,Manufacturing,Yes,No Conflicting Rules
1919000546,107970,Manufacturing,Yes,No Conflicting Rules
1924000096,14278,Manufacturing,Yes,No Conflicting Rules
1905000284,168000,Warehouse,Yes,No Conflicting Rules
1907000529,1683360,Warehouse,Yes,No Conflicting Rules
1907000549,293230,Warehouse,Yes,No Conflicting Rules
1907000571,12452,Warehouse,Yes,No Conflicting Rules
1919000448,577728,Warehouse,Yes,No Conflicting Rules
1919000455,20532,Warehouse,Yes,No Conflicting Rules
1907000608,864360,Support,Yes,No Conflicting Rules
1919000438,171336,Support,Yes,No Conflicting Rules
1919000449,90860,Support,Yes,No Conflicting Rules
1919000484,186720,Support,Yes,No Conflicting Rules
1919000528,3248,Support,Yes,No Conflicting Rules
1927000292,4491,Support,Yes,No Conflicting Rules
1927000329,1884000,Support,Yes,No Conflicting Rules
1919000478,289,HR,No,Read-Only
1919000499,120360,HR,No,Read-Only
1924000105,1707,HR,No,Read-Only
1927000344,102984,HR,No,Read-Only
1919000526,308,Manufacturing,No,CRID001
1919000537,8625,Manufacturing,No,CRID001
1927000288,18480,Manufacturing,No,CRID001
1927000328,44755,Manufacturing,No,CRID001
1927000277,6705,Manufacturing,No,Read-Only
1927000346,146,Manufacturing,No,Read-Only
